---config@码表分类=主码-系统码表
---config@码表别名= 系统词库
啊	a
移	yih
熠	yihb
一号	yihc
遗骸	yihd
遗恨	yihf
一行	yihh
遗憾	yihj
一晃	yihl
疑惑	yiho
一环	yihr
医护	yihu
一回	yihv
黟	yihx
已婚	yihy
以后	yihz
役	yii
颐	yii
蛇	yiib
议程	yiig
异常	yiih
遗产	yiij
遗传	yiir
益虫	yiis
轶	yiiu
蜴	yiiw
蚁	yiiy
镒	yij
一斤	yijb
一触即发	yijf
以及	yiji
已经	yijk
意见	yijm
移交	yijn
一届	yijp
依旧	yijq
依据	yiju
钇	yijv
一家	yijx
铱	yijy
医	yik
咿	yik
邑	yikb
依靠	yikc
移开	yikd
一颗	yike
一看	yikj
贻	yikk
一款	yikr
颐	yikr
医	yiku
呓	yikv
噫	yikx
翳	yikx
咦	yiky
一口	yikz
毅	yil
翊	yil
依赖	yild
一愣	yilg
伊朗	yilh
毅力	yili
一览	yilj
衣领	yilk
一辆	yill
依恋	yilm
医疗	yiln
意料	yiln
遗落	yilo
一列	yilp
遗留	yilq
一路	yilu
一律	yilv
一类	yilw
意	yilx
议论	yily
遗漏	yilz
椅	yim
姨妈	yima
移民	yimb
夜长梦多	yimd
一门	yimf
乙醚	yimi
椅	yimk
驿	yiml
以免	yimm
疫苗	yimn
一抹	yimo
一幕	yimu
一筹莫展	yimv
一枚	yimw
姨	yin
旖旎	yini
疑难	yinj
姨娘	yinl
意念	yinm
益鸟	yinn
义女	yinv
以内	yinw
姨	yiny
易	yio
眙	yiok
易	yiow
臆	yiox
胰	yioy
一品	yipb
一排	yipd
一盆	yipf
一旁	yiph
一批	yipi
一瓶	yipk
一篇	yipm
一瞥	yipp
猗	yiq
一起	yiqi
仪器	yiqi
怡情	yiqk
一枪	yiql
以前	yiqm
一切	yiqp
以求	yiqq
一圈	yiqr
乙炔	yiqt
一曲	yiqu
一群	yiqy
依	yir
伊	yir
艺人	yirf
一日	yiri
依然	yirj
倚	yirk
食	yirl
仪容	yirs
佚	yiru
亿	yirv
仪	yiry
异	yis
异	yisc
一色	yise
意思	yisi
绎	yisl
缢	yism
一所	yiso
移送	yiss
矣	yisu
易碎	yisv
阳春三月	yisy
一套	yitc
一台	yitd
一趟	yith
议题	yiti
一天	yitm
一条	yitn
依托	yito
疑团	yitr
异同	yits
意图	yitu
一头	yitz
壹	yiu
一霎	yiua
一身	yiuf
医生	yiug
以上	yiuh
衣裳	yiuh
意识	yiui
言传身教	yiuj
饴	yiuk
遗孀	yiul
尾	yium
一说	yiuo
艺术	yiuu
懿	yiux
一瞬	yiuy
一首	yiuz
已	yiv
彝	yiv
依照	yivc
译者	yive
一阵	yivf
议政	yivg
一张	yivh
一致	yivi
意志	yivi
驿站	yivj
一拽	yivk
衣装	yivl
衣着	yivo
以	yivr
一种	yivs
遗嘱	yivu
乙	yivv
一周	yivz
亦	yiw
奕	yiw
弈	yiwc
意外	yiwd
疑问	yiwf
腰缠万贯	yiwg
遗忘	yiwh
一万	yiwj
裔	yiwk
遗臭万年	yiwn
一窝	yiwo
义务	yiwu
运筹帷幄之中	yiwv
以为	yiww
运筹帷幄	yiww
衣	yiwy
翼	yix
怡	yix
悒	yixb
羿	yixc
刈	yixd
以诚相待	yixd
依稀	yixi
异性	yixk
翌	yixl
怿	yixl
一线	yixm
一笑	yixn
一些	yixp
衣袖	yixq
疑凶	yixs
医学	yixt
忆	yixv
以下	yixx
议	yiy
咿呀	yiya
译音	yiyb
医药	yiyc
阴差阳错	yiyc
一夜	yiye
一样	yiyh
意义	yiyi
遗言	yiyj
诒	yiyk
译	yiyl
诣	yiyo
谊	yiyq
医院	yiyr
易用	yiys
一月	yiyt
抑郁	yiyu
宜嗔宜喜	yiyx
酏	yiyy
已有	yiyz
遗	yiz
臆造	yizc
逸	yizd
一则	yize
胰脏	yizh
椅子	yizi
一锤子买卖	yizm
一座	yizo
遗	yizr
一宗	yizs
彝族	yizu
迤	yizy
移走	yizz
眼	yj
延安	yja
延安	yjan
宴	yjb
盐巴	yjba
眼白	yjbd
岩壁	yjbi
严办	yjbj
眼病	yjbk
演变	yjbm
宴	yjbn
演播	yjbo
玉洁冰清	yjbq
眼部	yjbu
一蹶不振	yjbv
应接不暇	yjbx
言辞	yjc
烟草	yjcc
腌菜	yjcd
掩藏	yjch
言辞	yjci
烟囱	yjcs
引咎辞职	yjcv
一决雌雄	yjcx
演	yjd
淹	yjd
雅加达	yjda
滟	yjdb
眼袋	yjdd
奄	yjdd
眼底	yjdi
沿	yjdk
唁电	yjdm
以己度人	yjdr
岩洞	yjds
湮	yjdt
研读	yjdu
烟斗	yjdz
岩	yje
崦	yjed
岩	yjeu
艳	yjf
研发	yjfa
艳	yjfb
掩	yjfd
盐分	yjff
严防	yjfh
厌烦	yjfj
眼福	yjfu
阉割	yjg
掩盖	yjgd
严格	yjge
烟缸	yjgh
一将功成万骨枯	yjgk
眼光	yjgl
夜静更深	yjgu
烟鬼	yjgv
烟垢	yjgz
烟	yjh
焱	yjh
演好	yjhc
沿海	yjhd
厌恨	yjhf
炎	yjhh
有机合成	yjhi
焰	yjhj
养家糊口	yjhk
炎黄	yjhl
烟火	yjho
延缓	yjhr
眼红	yjhs
掩护	yjhu
宴会	yjhv
眼花	yjhx
衣锦还乡	yjhx
咽喉	yjhz
颜	yji
衍	yji
严查	yjia
雁	yjif
严惩	yjig
魇	yjig
演唱	yjih
延长	yjih
延迟	yjii
眼馋	yjij
一举成名	yjim
彦	yjip
厌	yjiq
赝	yjir
演出	yjiu
殃及池鱼	yjiy
蜒	yjiz
严禁	yjjb
严谨	yjjb
引经据典	yjjd
远交近攻	yjjg
演技	yjji
眼睛	yjjk
演讲	yjjl
眼见	yjjm
眼角	yjjn
眼界	yjjp
研究	yjjq
厌倦	yjjr
严峻	yjjy
咽	yjk
咽	yjkd
眼科	yjke
有机可乘	yjki
眼看	yjkj
唁	yjkk
眼眶	yjkl
严控	yjks
严酷	yjku
严厉	yjl
一举两得	yjld
眼里	yjli
严令	yjlk
演练	yjlm
颜料	yjln
阎罗	yjlo
腰肌劳损	yjls
沿路	yjlu
以假乱真	yjlv
冤家路窄	yjlv
眼泪	yjlw
言论	yjly
验	yjm
檐	yjm
验	yjma
烟民	yjmb
阉	yjmd
严密	yjmi
阎	yjmj
严明	yjmk
颜面	yjmm
淹没	yjmo
湮灭	yjmp
闫	yjms
烟幕	yjmu
燕	yjn
焉能	yjng
嫣	yjnh
一言难尽	yjnj
妍	yjnk
腌	yjo
胭	yjod
眼	yjog
晏	yjon
殷	yjp
赝品	yjpb
眼皮	yjpi
殷	yjpy
宴请	yjq
延期	yjqi
言情	yjqk
烟枪	yjql
眼前	yjqm
眼球	yjqq
眼圈	yjqr
燕雀	yjqt
一见倾心	yjqx
偃	yjr
炎热	yjre
一见如故	yjrg
俨然	yjrj
偃	yjrn
俨如	yjru
俨	yjry
腌肉	yjrz
颜色	yjse
淹死	yjsi
盐酸	yjsr
严肃	yjsu
语惊四座	yjsz
盐	yjt
研讨	yjtc
烟台	yjtd
掩体	yjti
言谈	yjtj
盐	yjtm
堰	yjtn
异军突起	yjtq
沿途	yjtu
烟头	yjtz
研	yju
一箭双雕	yjud
砚	yjue
延伸	yjuf
眼神	yjuf
衍生	yjug
掩饰	yjui
演示	yjui
研	yjuk
演说	yjuo
眼熟	yjuu
也就是说	yjuu
盐水	yjuv
验收	yjuz
筵	yjv
鄢	yjv
眼罩	yjvc
沿着	yjve
验证	yjvg
炎症	yjvg
焉	yjvh
研制	yjvi
一技之长	yjvi
延展	yjvj
眼拙	yjvo
一见钟情	yjvq
严重	yjvs
眼珠	yjvu
远见卓识	yjvu
一家之言	yjvy
兖州	yjvz
言	yjw
琰	yjw
兖	yjwe
阎王	yjwh
言	yjwk
燕窝	yjwo
有进无退	yjwt
延误	yjwu
厌恶	yjwu
有惊无险	yjwx
恹	yjx
演戏	yjxi
用尽心机	yjxj
言行	yjxk
郁金香	yjxl
沿线	yjxm
研修	yjxq
养精蓄锐	yjxr
验血	yjxt
延续	yjxu
眼下	yjxx
烟熏	yjxy
严	yjy
烟瘾	yjyb
有鉴于此	yjyc
言尽于此	yjyc
一举一动	yjyd
烟叶	yjye
言简意赅	yjyg
艳阳	yjyh
演绎	yjyi
眼影	yjyk
谚	yjyp
业精于勤	yjyq
演员	yjyr
沿用	yjys
言语	yjyu
酽	yjyy
延	yjz
燕子	yjzi
牙尖嘴利	yjzl
烟嘴	yjzv
演奏	yjzz
应	yk
颖	ykb
迎宾	ykbb
英镑	ykbh
硬币	ykbi
应变	ykbm
颍	ykbr
英	ykc
莹	ykc
英才	ykcd
荧	ykch
萤	ykci
蓥	ykcj
营	ykck
莺	ykcn
茔	ykct
荥	ykcu
萦	ykcx
英寸	ykcy
瀛	ykd
应答	ykda
赢得	ykde
瀛	ykdf
应当	ykdh
营地	ykdi
影碟	ykdp
硬度	ykdu
应对	ykdv
滢	ykdy
婴儿	yke
婴儿	yker
英法	ykfa
迎风	ykfg
营房	ykfh
应付	ykfu
亦可覆舟	ykfv
鹰	ykg
膺	ykg
应	ykga
应该	ykgd
荧光	ykgl
鹰	ykgn
英国	ykgo
迎合	ykh
英豪	ykhc
婴孩	ykhd
迎合	ykhe
英汉	ykhj
萦怀	ykhk
萤火	ykho
赢回	ykhv
樱花	ykhx
英魂	ykhy
迎候	ykhz
蝇	yki
英超	ykic
蝇	ykid
映衬	ykif
影城	ykig
英尺	ykii
映出	ykiu
迎春	ykiy
应酬	ykiz
迎接	ykj
有口皆碑	ykjb
应急	ykji
应景	ykjk
硬件	ykjm
迎接	ykjp
营救	ykjq
云开见日	ykjr
影剧	ykju
赢家	ykjx
英俊	ykjy
婴	ykk
鹦	ykk
应考	ykkc
郢	ykke
罂	ykkf
嘤	ykkn
盈亏	ykkv
盈利	ykl
迎来	ykld
赢了	ykle
硬朗	yklh
盈利	ykli
英灵	yklk
英烈	yklp
樱	ykm
楹	ykm
影迷	ykmi
英明	ykmk
迎面	ykmm
樱	ykmn
英模	ykmo
英美	ykmw
盈	ykn
应纳	ykna
盈	yknm
应诺	ykno
有口难言	ykny
影	yko
影	ykop
映	ykoy
影片	ykp
应聘	ykpb
硬盘	ykpj
荧屏	ykpk
影片	ykpm
一口气	ykq
英气	ykqi
鹰犬	ykqr
赢取	ykqu
萦绕	ykr
萦绕	ykrc
缨	yks
缨	yksn
罂粟	yksu
鹰隼	yksy
樱桃	ykt
樱桃	yktc
硬体	ykti
影坛	yktj
硬挺	yktk
异口同声	yktu
迎头	yktz
硬	yku
影射	ykue
应声	ykug
硬伤	ykuh
影视	ykui
硬说	ykuo
应税	ykuv
应收	ykuz
眼看着	ykv
营寨	ykvd
迎着	ykve
应征	ykvg
营长	ykvh
英制	ykvi
迎战	ykvj
赢	ykw
英文	ykwf
欲哭无泪	ykwl
硬卧	ykwo
鹦鹉	ykwu
应为	ykww
有口无心	ykwx
瑛	ykwy
哑口无言	ykwy
影响	ykx
迎新	ykxb
影星	ykxk
影响	ykxl
营销	ykxn
英雄	ykxs
应用	yky
影音	ykyb
应邀	ykyc
一口咬定	ykyd
营业	ykye
营养	ykyh
应验	ykyj
盈盈	ykyk
影院	ykyr
应用	ykys
英语	ykyu
营运	ykyy
应由	ykyz
迎	ykz
营造	ykzc
迎	ykze
影子	ykzi
硬座	ykzo
原来	yl
一鳞半甲	ylbj
一了百了	ylbl
一来二去	yleq
医疗费	ylf
议论纷纷	ylff
以理服人	ylfr
医疗费	ylfw
易拉罐	ylg
叶落归根	ylgg
用力过猛	ylgm
易拉罐	ylgr
与狼共舞	ylgw
远来和尚好看经	ylhj
鱼龙混杂	ylhz
因利乘便	ylib
一力承当	ylid
一两句话	yljh
因陋就简	yljj
以卵击石	ylju
伊拉克	ylk
伊拉克	ylke
有利可图	ylkt
圆溜溜	yll
圆溜溜	yllq
倚老卖老	ylml
一路平安	ylpa
一落千丈	ylqv
原来如此	ylr
原来如此	ylrc
夜阑人静	ylrj
引狼入室	ylru
迎来送往	ylsw
以卵投石	yltu
一路顺风	ylu
伊丽莎白	ylub
亚历山大	ylud
一路顺风	yluf
衣来伸手	yluu
意料之中	ylv
叶落知秋	ylvq
意料之中	ylvv
意料之外	ylvw
一览众山小	ylvx
以邻为壑	ylwh
云里雾里	ylwl
一览无余	ylwy
依赖性	ylx
以礼相待	ylxd
月落星沉	ylxi
依赖性	ylxk
有两下子	ylxz
越来越	yly
有利有弊	ylyb
越来越多	ylyd
越来越好	ylyh
由来已久	ylyj
妖里妖气	ylyq
越来越	ylyt
越来越少	ylyu
一劳永逸	ylyy
一揽子	ylz
夜郎自大	ylzd
一揽子	ylzi
郁闷	ym
一毛不拔	ymbb
烟幕弹	ymd
烟幕弹	ymdj
一马当先	ymdx
掩面而泣	ymeq
羽毛丰满	ymfm
玉门关	ymg
有目共睹	ymgd
妖魔鬼怪	ymgg
阴谋诡计	ymgj
玉门关	ymgr
鱼目混珠	ymhv
羊毛出在羊身上	ymiu
一鸣惊人	ymjr
愚昧落后	ymlh
一目了然	ymlr
扬名立万	ymlw
倚门卖笑	ymmx
一木难支	ymnv
亚美尼亚	ymny
一马平川	ympi
羽毛球	ymq
一毛钱	ymqm
羽毛球	ymqq
以貌取人	ymqr
缘木求鱼	ymqy
颜面扫地	ymsd
与民同乐	ymtl
扬眉吐气	ymtq
一目十行	ymuh
眼明手快	ymuk
英明神武	ymuw
一秒钟	ymv
一面之词	ymvc
一面之交	ymvj
一秒钟	ymvs
验明正身	ymvu
揠苗助长	ymvv
鱼米之乡	ymvx
有名无实	ymw
羽毛未丰	ymwf
一命呜呼	ymwh
野马无缰	ymwj
有名无实	ymwu
愚昧无知	ymwv
一脉相传	ymxi
眼明心亮	ymxl
一门心思	ymxs
月明星稀	ymxx
有没有	ymy
一模一样	ymyy
有没有	ymyz
夜猫子	ymz
夜猫子	ymzi
云南	yn
一年半载	ynbz
一年级	ynj
一年级	ynji
一诺千金	ynqj
一年四季	ynsj
云泥之别	ynvb
一念之差	ynvi
延年益寿	ynyu
疑难杂症	ynzv
哟	yo
哟	yok
哟	yoku
一片	yp
一片冰心	ypbx
以偏概全	ypgq
一抔黄土	ypht
一派胡言	yphy
一拍即合	ypjh
一片狼藉	yplj
一贫如洗	yprx
一盘散沙	ypsu
一暴十寒	ypuh
硬碰硬	ypy
硬碰硬	ypyk
一颦一笑	ypyx
要求	yq
燕雀安知鸿鹄之志	yqav
一窍不通	yqb
一去不复返	yqbf
移情别恋	yqbl
远亲不如近邻	yqbl
一窍不通	yqbt
一钱不值	yqbv
有求必应	yqby
优缺点	yqd
玉砌雕阑	yqdl
优缺点	yqdm
一清二白	yqeb
一清二楚	yqei
意气风发	yqff
粤犬吠雪	yqfx
有其父必有其子	yqfz
欲擒故纵	yqgz
邀请函	yqh
油腔滑调	yqhd
一气呵成	yqhi
邀请函	yqhj
怨气冲天	yqit
用起来	yql
用起来	yqld
以强凌弱	yqlr
以权谋私	yqms
摇旗呐喊	yqnh
有钱能使鬼推磨	yqnm
由浅入深	yqru
用其所长	yqsi
异曲同工	yqtg
有期徒刑	yqtx
摇钱树	yqu
摇钱树	yquu
一丘之貉	yqvh
一千五	yqw
有去无回	yqwh
有气无力	yqwl
鸦雀无声	yqwu
偃旗息鼓	yqxg
意气相投	yqxt
有求于	yqy
寓情于景	yqyj
于情于理	yqyl
予取予求	yqyq
有求于人	yqyr
意气用事	yqyu
怡情悦性	yqyx
元	yr
冤案	yra
冤案	yran
冤	yrb
元宝	yrbc
用人不当	yrbd
原本	yrbf
原币	yrbi
原版	yrbj
援兵	yrbk
渊博	yrbo
遇人不淑	yrbu
仰人鼻息	yrbx
隐忍不言	yrby
苑	yrc
芫	yrce
苑	yrcv
源	yrd
沅	yrd
远大	yrda
远道	yrdc
一人得道	yrdd
圆的	yrde
原地	yrdi
元旦	yrdj
原定	yrdk
渊	yrdl
圆点	yrdm
远东	yrds
怨毒	yrdu
怨怼	yrdv
源	yrdx
院	yre
鼋	yred
元	yree
迎刃而解	yrej
掩人耳目	yrem
油然而生	yreu
因人而异	yrey
援	yrf
与人方便	yrfb
缘分	yrff
原封	yrfg
远方	yrfh
易如反掌	yrfv
远非	yrfw
援	yrfy
缘故	yrg
原告	yrgc
优柔寡断	yrgd
远隔	yrge
员工	yrgs
缘故	yrgu
圆规	yrgv
依然故我	yrgw
怨恨	yrh
缘何	yrhe
怨恨	yrhf
雍容华贵	yrhg
远航	yrhh
圆谎	yrhl
圆环	yrhr
圆弧	yrhu
圆滑	yrhx
冤魂	yrhy
猿猴	yrhz
原	yri
元朝	yric
远程	yrig
原唱	yrih
原创	yril
远处	yriu
愿	yrix
辕	yriy
冤仇	yriz
愚人节	yrj
远近	yrjb
原籍	yrji
远景	yrjk
原件	yrjm
愚人节	yrjp
援救	yrjq
毅然决然	yrjr
一如既往	yrjw
原价	yrjx
冤家	yrjx
援军	yrjy
与日俱增	yrjz
员	yrk
园	yrke
以柔克刚	yrkg
圆	yrkr
圆孔	yrks
贻人口实	yrku
圜	yrky
远离	yrl
园林	yrlb
元老	yrlc
原来	yrld
原理	yrli
圆领	yrlk
原谅	yrll
圆脸	yrlm
原料	yrln
院落	yrlo
原路	yrlu
远虑	yrlv
源码	yrma
原貌	yrmc
远门	yrmf
圆梦	yrmg
圆满	yrmj
原名	yrmk
原煤	yrmw
远谋	yrmz
媛	yrn
有容乃大	yrnd
元年	yrnm
冤孽	yrnp
怨怒	yrnu
院内	yrnw
媛	yrny
爰	yrp
原判	yrpj
园圃	yrpu
原配	yrpw
爰	yrpy
猿	yrq
远亲	yrqb
元气	yrqi
一日千里	yrql
圆球	yrqq
圆圈	yrqr
源泉	yrqr
远去	yrqu
猿	yrqy
圆润	yrr
猿人	yrrf
依然如故	yrrg
引人入胜	yrru
圆润	yrry
缘	yrs
一日三餐	yrsc
原色	yrse
冤死	yrsi
院所	yrso
一日三秋	yrsq
元素	yrsu
一日三省	yrsx
袁	yrt
垸	yrte
垣	yrtg
艳如桃李	yrtl
远眺	yrtn
原帖	yrtp
圆筒	yrts
原图	yrtu
塬	yrtx
袁	yrty
源头	yrtz
原始	yru
远涉	yrue
原声	yrug
原始	yrui
元帅	yruk
哑然失笑	yrux
元首	yruz
远着	yrve
远征	yrvg
院长	yrvh
原值	yrvi
原装	yrvl
引人注目	yrvm
圆桌	yrvo
援助	yrvu
跃然纸上	yrvu
圆锥	yrvv
一人之下	yrvx
圆周	yrvz
瑗	yrw
以人为本	yrwb
员外	yrwd
原文	yrwf
愿望	yrwh
冤枉	yrwh
以人为镜	yrwj
与人为善	yrwu
原位	yrww
月如无恨月长圆	yrwy
怨	yrx
鸳	yrx
圆心	yrxb
圆形	yrxk
原想	yrxl
原先	yrxm
元宵	yrxn
元凶	yrxs
怨	yrxx
元勋	yrxy
鸢	yry
原因	yryb
原野	yrye
鸳鸯	yryh
愿意	yryi
怨言	yryj
鸢	yryn
远远	yryr
元月	yryt
源于	yryu
缘于	yryu
游刃有余	yryy
原有	yryz
缘由	yryz
远	yrz
远在	yrzd
原则	yrze
源自	yrzi
原作	yrzo
庸人自扰	yrzr
远足	yrzu
庸人自扰之	yrzv
用	ys
鳙	ysa
鳙	ysal
痈	ysb
拥抱	ysbc
一丝不挂	ysbg
一丝不苟	ysbg
要死不活	ysbh
用兵	ysbk
永别	ysbp
腰酸背痛	ysbt
永不	ysbu
痈	ysby
用餐	ysc
庸才	yscd
用词	ysci
用餐	yscj
用错	ysco
永存	yscy
永	ysd
泳	ysd
用到	ysdc
拥戴	ysdd
用地	ysdi
用电	ysdm
永	ysdn
勇夺	ysdo
涌动	ysds
拥堵	ysdu
涌	ysdy
拥趸	ysdy
勇斗	ysdz
一扫而空	ysek
拥	ysf
用法	ysfa
云散风流	ysfl
拥	ysfy
庸	ysg
勇敢	ysgj
用光	ysgl
用过	ysgo
用惯	ysgr
用功	ysgs
雅俗共赏	ysgu
拥护	ysh
用好	yshc
严丝合缝	yshf
永恒	yshg
用户	yshu
蛹	ysi
用茶	ysia
用车	ysie
用场	ysih
泳池	ysii
用处	ysiu
咏春	ysiy
镛	ysj
佣金	ysjb
拥挤	ysji
镛	ysjl
永久	ysjq
永诀	ysjt
用具	ysju
咏	ysk
用	yskl
泳裤	ysku
喁	ysky
以色列	ysl
伊斯兰堡	yslb
用来	ysld
用了	ysle
用力	ysli
慵懒	yslj
用量	ysll
用料	ysln
以色列	yslp
庸碌	yslu
勇猛	ysm
勇猛	ysmg
用脑	ysnc
臃	yso
臃	ysof
用品	ysp
用品	yspb
用	yspl
勇气	ysq
勇气	ysqi
用钱	ysqm
佣	ysr
佣人	ysrf
雍容	ysrs
涌入	ysru
俑	ysry
勇	yss
勇	yssl
庸俗	yssu
恿	yssx
甬	yssy
墉	yst
泳坛	ystj
墉	ystl
用途	ystu
勇士	ysu
永生	ysug
用上	ysuh
勇士	ysui
野蔌山肴	ysuy
用手	ysuz
邕	ysv
邕	ysvb
用着	ysve
雍正	ysvg
泳装	ysvl
臃肿	ysvs
永驻	ysvu
雍	ysw
营私舞弊	yswb
雍	yswf
用完	yswj
鱼死网破	yswp
壅	yswt
有损无益	yswy
慵	ysx
用心	ysxb
用刑	ysxk
涌向	ysxl
涌现	ysxm
勇于	ysy
用药	ysyc
一丝一毫	ysyh
用以	ysyi
永远	ysyr
用用	ysys
踊跃	ysyt
用于	ysyu
拥有	ysyz
踊	ysz
欲速则不达	yszd
踊	yszy
月	yt
月报	ytb
月报	ytbc
月饼	ytbk
有条不紊	ytbw
粤菜	ytc
粤菜	ytcd
月底	ytdi
约旦	ytdj
约定	ytdk
越冬	ytds
阅读	ytdu
乐队	ytdv
一天到晚	ytdw
英特尔	yte
悦耳	yter
月份	ytf
越发	ytfa
月份	ytff
油头粉面	ytfm
岳父	ytfu
月光	ytg
乐感	ytgj
月光	ytgl
越过	ytgo
月供	ytgs
越轨	ytgv
约会	yth
约好	ythc
约合	ythe
摇头晃脑	ythn
一团和气	ythq
一塌糊涂	ytht
约会	ythv
月华	ythx
言谈话语	ythy
月初	yti
月初	ytiu
钺	ytj
言听计从	ytjc
月季	ytji
月经	ytjk
约见	ytjm
钥	ytjo
月结	ytjp
阅卷	ytjr
越剧	ytju
言谈举止	ytjv
月均	ytjy
曰	ytk
月	ytka
月刊	ytkj
一条龙	ytl
月老	ytlc
约了	ytle
阅历	ytli
阅览	ytlj
月亮	ytll
一团乱麻	ytlm
一条龙	ytls
约略	ytlt
阅	ytm
阅	ytme
乐迷	ytmi
月明	ytmk
栎	ytml
岳庙	ytmn
月末	ytmo
岳母	ytmu
樾	ytmv
月内	ytn
越南	ytnj
月内	ytnw
乐	ytp
月	ytpa
乐	ytpd
阅批	ytpi
月票	ytpn
乐谱	ytpu
粤	ytpv
岳	ytq
岳	ytqe
乐器	ytqi
越强	ytql
月前	ytqm
月球	ytqq
越权	ytqr
月缺	ytqt
乐曲	ytqu
跃然	ytrj
约	yts
月色	ytse
一潭死水	ytsu
越	ytt
月台	yttd
乐团	yttr
越	yttv
一统天下	yttx
约束	ytu
跃升	ytug
月食	ytui
窈窕淑女	ytun
应天顺人	ytur
约束	ytuu
乐手	ytuz
乐章	ytv
勇挑重担	ytvd
乐章	ytvh
约占	ytvj
晕头转向	ytvx
仪态万方	ytwf
以退为进	ytwj
一吐为快	ytwk
有天无日	ytwr
一头雾水	ytwu
约为	ytww
悦	ytx
月薪	ytxb
悦	ytxe
月息	ytxi
蝇头小利	ytxl
月线	ytxm
粤绣	ytxq
月下	ytxx
说	yty
月牙	ytya
越野	ytye
岳阳	ytyh
有条有理	ytyl
月圆	ytyr
怨天尤人	ytyr
月月	ytyt
粤语	ytyu
有头有尾	ytyw
跃	ytz
一团糟	ytzc
月子	ytzi
月租	ytzu
跃	ytzy
与	yu
于	yua
与	yuaa
雨	yuad
于	yual
预案	yuan
宇	yub
一手包办	yubb
预报	yubc
瘀	yubd
愚笨	yubf
一时半会	yubh
语病	yubk
一时半刻	yubk
余波	yubo
欲	yubr
掩饰不住	yubv
预备	yubw
寓	yuby
芋	yuc
萸	yuc
预测	yuce
鱼刺	yuci
渔村	yucy
鱼	yud
浴	yud
渔	yuda
遇到	yudc
渝	yudd
淤	yudd
余党	yudh
余地	yudi
预定	yudk
遗世独立	yudl
雨点	yudm
语调	yudn
汩	yudo
愚钝	yudy
屿	yue
余额	yuee
峪	yuek
一石二鸟	yuen
鱼儿	yuer
由上而下	yuex
隅	yuey
揄	yuf
语法	yufa
预防	yufh
衣食父母	yufm
玉佛	yufo
预付	yufu
与否	yufz
鬻	yug
预告	yugc
浴缸	yugh
预感	yugj
与世隔绝	yugj
鬻	yugl
预估	yugu
庾	yugy
煜	yuh
遇害	yuhd
愈合	yuhe
燕瘦环肥	yuhf
宇航	yuhh
御寒	yuhj
玉皇	yuhl
欲火	yuho
虞	yuht
迂回	yuhv
游手好闲	yuhx
雨后	yuhz
御	yui
与世长辞	yuic
御	yuie
玉成	yuig
浴场	yuih
鱼翅	yuii
渔船	yuir
愚蠢	yuiy
钰	yuj
浴巾	yujb
玉石俱焚	yujf
预计	yuji
雨季	yuji
与时俱进	yujj
预警	yujk
与生俱来	yujl
一石激起千层浪	yujl
遇见	yujm
预交	yujn
郁结	yujp
语句	yuju
瑜伽	yujx
钰	yujy
喻	yuk
圄	yuk
预考	yukc
喻	yukd
愉快	yukk
余款	yukr
吁	yuky
禺	yul
雨林	yulb
因势利导	yuld
娱乐	yule
玉树临风	yulf
预览	yulj
育龄	yulk
雨量	yull
预料	yuln
预留	yulq
鱼卵	yulr
优胜劣汰	yult
语录	yulu
鱼类	yulw
舆论	yuly
驭	yum
渔民	yumb
羽毛	yumc
榆	yumd
郁闷	yumf
玉米	yumi
域名	yumk
鱼苗	yumn
愚昧	yumw
驭	yumy
预谋	yumz
娱	yun
淤泥	yuni
遇难	yunj
妤	yunl
欲念	yunm
饮食男女	yunn
余孽	yunp
愚弄	yuns
娱	yunt
玉女	yunv
妪	yunx
昱	yuo
腧	yuod
昱	yuol
腴	yuoy
禹	yup
舆	yupb
浴袍	yupc
禹	yupd
浴盆	yupf
预判	yupj
裕	yupk
臾	yupn
毓	yupv
玉佩	yupw
狱	yuq
语气	yuqi
预期	yuqi
饮食起居	yuqj
欲求	yuqq
余缺	yuqt
余	yur
觎	yur
俞	yurd
余热	yure
育人	yurf
余	yurh
夜深人静	yurj
羽绒	yurs
俣	yurt
愈	yurx
鱼肉	yurz
预	yus
鹬	yus
预赛	yusd
雨丝	yusi
雨伞	yusj
予	yusl
豫	yusn
寓所	yuso
预算	yusr
语速	yusu
饮水思源	yusy
域	yut
域	yuta
语态	yutd
鱼塘	yuth
预提	yuti
雨天	yutm
一视同仁	yutr
一手托天	yutt
玉兔	yutu
芋头	yutz
郁	yuu
尉	yuuc
以少胜多	yuud
一身是胆	yuud
预设	yuue
以身试法	yuuf
余生	yuug
遇上	yuuh
于是	yuui
一试身手	yuuu
雨水	yuuv
预售	yuuz
聿	yuv
预兆	yuvc
余震	yuvf
衣食住行	yuvh
预知	yuvi
龉	yuvk
预装	yuvl
有生之年	yuvn
玉镯	yuvo
雨中	yuvs
一手遮天	yuvt
预祝	yuvu
有识之士	yuvu
由始至终	yuvv
衣食住行	yuvx
竽	yuvy
宇宙	yuvz
玉	yuw
于事无补	yuwb
瑜	yuwd
语文	yuwf
渔翁	yuwg
欲望	yuwh
一事无成	yuwi
有恃无恐	yuwk
育	yuwo
游山玩水	yuwu
与世无争	yuwv
云山雾罩	yuwv
誉为	yuww
衣食无忧	yuwy
羽	yux
愉	yuxd
以身殉国	yuxg
预习	yuxi
誉	yuxk
预想	yuxl
预先	yuxm
预选	yuxr
愚兄	yuxs
雨雪	yuxt
语序	yuxu
